Product;Min. Price;Max. Price;Link;Form Factor;Socket;Chipset;Memory slots;Connectors;Expansion
Supermicro MBD-X11SPW-TF-O;Price not available;Price not available;e-catalog.co.uk/SUPERMICRO-MBD-X11SPW-TF-O.htm;Non-standard (Custom);Intel LGA 3647;Intel C622;6 х DDR4, 2666 MHz;M.2;PCI-E 1x - 1
Supermicro MBD-H12SSL-I-O;Price not available;Price not available;e-catalog.co.uk/SUPERMICRO-MBD-H12SSL-I-O.htm;ATX;AMD SP3;;8 х DDR4, 3200 MHz;M.2, SAS;PCI-E 16x - 5
Supermicro MBD-H11SSL-i;£563.42;£945.59;e-catalog.co.uk/SUPERMICRO-MBD-H11SSL-I.htm;ATX;AMD SP3;;8 х DDR4, 3200 MHz;M.2;PCI-E 16x - 3
MSI MAG Z690 TORPEDO;£260.93;£319.95;e-catalog.co.uk/MSI-MAG-Z690-TORPEDO.htm;ATX;Intel LGA 1700;Intel Z690;4 х DDR5, 6400 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 3
MSI MAG Z590 TORPEDO;Price not available;Price not available;e-catalog.co.uk/MSI-MAG-Z590-TORPEDO.htm;ATX;Intel LGA 1200;Intel Z590;4 х DDR4, 5333 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 2, PCI-E 16x - 2
MSI MAG Z590 TOMAHAWK WIFI;Price not available;Price not available;e-catalog.co.uk/MSI-MAG-Z590-TOMAHAWK-WIFI.htm;ATX;Intel LGA 1200;Intel Z590;4 х DDR4, 5333 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 2, PCI-E 16x - 2
MSI MAG Z490 TOMAHAWK;Price not available;Price not available;e-catalog.co.uk/MSI-MAG-Z490-TOMAHAWK.htm;ATX;Intel LGA 1200;Intel Z490;4 х DDR4, 4800 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 2, PCI-E 16x - 2
MSI MAG Z390 TOMAHAWK;Price not available;Price not available;e-catalog.co.uk/MSI-MAG-Z390-TOMAHAWK.htm;ATX;Intel LGA 1151 v2;Intel Z390;4 х DDR4, 4400 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 2, PCI-E 16x - 3
MSI MAG X570S TORPEDO MAX;Price not available;Price not available;e-catalog.co.uk/MSI-MAG-X570S-TORPEDO-MAX.htm;ATX;AMD AM4;AMD X570S;4 х DDR4, 5100 MHz;HDMI, M.2;PCI-E 1x - 2, PCI-E 16x - 2
MSI MAG B860 TOMAHAWK WIFI;£221.49;£242.44;e-catalog.co.uk/MSI-MAG-B860-TOMAHAWK-WIFI.htm;ATX;Intel LGA 1851;Intel B860;4 х DDR5, 9200 MHz;HDMI, DisplayPort, Thunderbolt 4, M.2;PCI-E 1x - 1, PCI-E 16x - 2
MSI MAG B760M MORTAR WIFI II;£174.99;£261.98;e-catalog.co.uk/MSI-MAG-B760M-MORTAR-WIFI-II.htm;micro-ATX;Intel LGA 1700;Intel B760;4 х DDR5, 7800 MHz;HDMI, DisplayPort, M.2;PCI-E 4x - 1, PCI-E 16x - 1
MSI MAG B760M MORTAR WIFI DDR4;Price not available;Price not available;e-catalog.co.uk/MSI-MAG-B760M-MORTAR-WIFI-DDR4.htm;micro-ATX;Intel LGA 1700;Intel B760;4 х DDR4, 5333 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 2
MSI MAG B660 TOMAHAWK WIFI DDR4;Price not available;Price not available;e-catalog.co.uk/MSI-MAG-B660-TOMAHAWK-WIFI-DDR4.htm;ATX;Intel LGA 1700;Intel B660;4 х DDR4, 4800 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 2
MSI MAG B660M MORTAR WIFI;£219.99;£298.55;e-catalog.co.uk/MSI-MAG-B660M-MORTAR-WIFI.htm;micro-ATX;Intel LGA 1700;Intel B660;4 х DDR5, 6200 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 2
MSI MAG B660M MORTAR DDR4;Price not available;Price not available;e-catalog.co.uk/MSI-MAG-B660M-MORTAR-DDR4.htm;micro-ATX;Intel LGA 1700;Intel B660;4 х DDR4, 4800 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 2
MSI MAG B560M MORTAR;Price not available;Price not available;e-catalog.co.uk/MSI-MAG-B560M-MORTAR.htm;micro-ATX;Intel LGA 1200;Intel B560;4 х DDR4, 5066 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 2
ASRock J5040-ITX;£118.49;£149.06;e-catalog.co.uk/ASROCK-J5040-ITX.htm;mini-ITX;embedded intel;;2 х DDR4, 2400 MHz;HDMI;PCI-E 1x - 1
Biostar J4125NHU;£76.99;£112.32;e-catalog.co.uk/BIOSTAR-J4125NHU.htm;mini-ITX;embedded intel;;2 х DDR4, 2400 MHz;HDMI, M.2;PCI-E 16x - 1
ASRock J4125M;Price not available;Price not available;e-catalog.co.uk/ASROCK-J4125M.htm;micro-ATX;embedded intel;;2 х DDR4, 2400 MHz;HDMI;PCI-E 1x - 2, PCI-E 16x - 1
ASRock J4125B-ITX;Price not available;Price not available;e-catalog.co.uk/ASROCK-J4125B-ITX.htm;mini-ITX;embedded intel;;2 х DDR4, 2400 MHz;HDMI;PCI-E 16x - 1
ASRock J4025M;Price not available;Price not available;e-catalog.co.uk/ASROCK-J4025M.htm;micro-ATX;embedded intel;;2 х DDR4, 2400 MHz;HDMI;PCI-E 1x - 2, PCI-E 16x - 1
ASRock J3455M;Price not available;Price not available;e-catalog.co.uk/ASROCK-J3455M.htm;micro-ATX;embedded intel;;2 х DDR3, 1866 MHz;HDMI;PCI-E 1x - 3
ASRock J3455-ITX;£70.59;£88.54;e-catalog.co.uk/ASROCK-J3455-ITX.htm;mini-ITX;embedded intel;;2 х DDR3, 1866 MHz;HDMI, M.2;PCI-E 1x - 1
ASRock H97M;Price not available;Price not available;e-catalog.co.uk/ASROCK-H97M.htm;micro-ATX;Intel LGA 1150;Intel H97;2 х DDR3, 1600 MHz;HDMI;PCI-E 4x - 1, PCI-E 16x - 1
Biostar H81MHV3;£60.99;£81.28;e-catalog.co.uk/BIOSTAR-H81MHV3.htm;micro-ATX;Intel LGA 1150;Intel H81;2 х DDR3, 1600 MHz;HDMI;PCI-E 1x - 1, PCI-E 16x - 1
ASRock H810M-X WiFi;Price not available;Price not available;e-catalog.co.uk/ASROCK-H810M-X-WIFI.htm;micro-ATX;Intel LGA 1851;Intel H810;2 х DDR5, 6400 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 1
ASRock H670 PG Riptide;Price not available;Price not available;e-catalog.co.uk/ASROCK-H670-PG-RIPTIDE.htm;ATX;Intel LGA 1700;Intel H670;4 х DDR4, 5000 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 3, PCI-E 16x - 2
ASRock H670M-ITX/ax;Price not available;Price not available;e-catalog.co.uk/ASROCK-H670M-ITX-AX.htm;mini-ITX;Intel LGA 1700;Intel H670;2 х DDR4, 5000 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 1
Biostar H61MHV3;£55.99;£80.85;e-catalog.co.uk/BIOSTAR-H61MHV3.htm;micro-ATX;Intel LGA 1155;Intel H61;2 х DDR3, 1600 MHz;HDMI;PCI-E 1x - 1, PCI-E 16x - 1
Biostar H610MX-E;Price not available;Price not available;e-catalog.co.uk/BIOSTAR-H610MX-E.htm;micro-ATX;Intel LGA 1700;Intel H610;2 х DDR4, 3200 MHz;HDMI, M.2;PCI-E 1x - 1, PCI-E 16x - 1
Biostar H610MT-E;Price not available;Price not available;e-catalog.co.uk/BIOSTAR-H610MT-E.htm;micro-ATX;Intel LGA 1700;Intel H610;2 х DDR4, 3200 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 1
Gigabyte H610M S2H V2 DDR5;£74.99;£96.45;e-catalog.co.uk/GIGABYTE-H610M-S2H-V2-DDR5.htm;micro-ATX;Intel LGA 1700;Intel H610;2 х DDR5, 5600 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 1
Gigabyte H610M S2 DDR4;Price not available;Price not available;e-catalog.co.uk/GIGABYTE-H610M-S2-DDR4.htm;micro-ATX;Intel LGA 1700;Intel H610;2 х DDR4, 3200 MHz;M.2;PCI-E 1x - 1, PCI-E 16x - 1
ASRock H610M-ITX/ac;£166.99;£291.00;e-catalog.co.uk/ASROCK-H610M-ITX-AC.htm;mini-ITX;Intel LGA 1700;Intel H610;2 х DDR4, 3200 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 1
Biostar H610MHP;Price not available;Price not available;e-catalog.co.uk/BIOSTAR-H610MHP.htm;micro-ATX;Intel LGA 1700;Intel H610;2 х DDR4, 3200 MHz;HDMI, M.2;PCI-E 1x - 1, PCI-E 16x - 1
ASRock H610M-HDV/M.2;£79.99;£135.99;e-catalog.co.uk/ASROCK-H610M-HDV-M-2.htm;micro-ATX;Intel LGA 1700;Intel H610;2 х DDR4, 3200 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 2, PCI-E 16x - 1
Biostar H610MH DDR5;£63.99;£98.02;e-catalog.co.uk/BIOSTAR-H610MH-DDR5.htm;micro-ATX;Intel LGA 1700;Intel H610;2 х DDR5, 4800 MHz;HDMI, M.2;PCI-E 1x - 1, PCI-E 16x - 1
Gigabyte H610M D3W DDR4;Price not available;Price not available;e-catalog.co.uk/GIGABYTE-H610M-D3W-DDR4.htm;micro-ATX;Intel LGA 1700;Intel H610;2 х DDR4, 3200 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 1
ASRock H570M Pro4;Price not available;Price not available;e-catalog.co.uk/ASROCK-H570M-PRO4.htm;micro-ATX;Intel LGA 1200;Intel H570;4 х DDR4, 4800 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 4x - 1, PCI-E 16x - 1
Gigabyte H510M S2H V2;Price not available;Price not available;e-catalog.co.uk/GIGABYTE-H510M-S2H-V2.htm;micro-ATX;Intel LGA 1200;Intel H510;2 х DDR4, 3200 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 2, PCI-E 16x - 1
Gigabyte H510M S2;Price not available;Price not available;e-catalog.co.uk/GIGABYTE-H510M-S2.htm;micro-ATX;Intel LGA 1200;Intel H510;2 х DDR4, 3200 MHz;M.2;PCI-E 1x - 1, PCI-E 16x - 1
ASRock H510M-ITX/ac;£125.99;£142.99;e-catalog.co.uk/ASROCK-H510M-ITX-AC.htm;mini-ITX;Intel LGA 1200;Intel H510;2 х DDR4, 3200 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 1
ASRock H510M-HVS R2.0;£74.99;£89.99;e-catalog.co.uk/ASROCK-H510M-HVS-R2-0.htm;micro-ATX;Intel LGA 1200;Intel H510;2 х DDR4, 3200 MHz;HDMI;PCI-E 1x - 1, PCI-E 16x - 1
Biostar H510MHP 2.0;£52.99;£78.81;e-catalog.co.uk/BIOSTAR-H510MHP-2-0.htm;micro-ATX;Intel LGA 1200;Intel H510;2 х DDR4, 3200 MHz;HDMI, M.2;PCI-E 1x - 2, PCI-E 16x - 1
ASRock H510M-HDV R2.0;£73.99;£92.99;e-catalog.co.uk/ASROCK-H510M-HDV-R2-0.htm;micro-ATX;Intel LGA 1200;Intel H510;2 х DDR4, 3200 MHz;HDMI;PCI-E 1x - 1, PCI-E 16x - 1
ASRock H510M-HDV/M.2;Price not available;Price not available;e-catalog.co.uk/ASROCK-H510M-HDV-M-2.htm;micro-ATX;Intel LGA 1200;Intel H510;2 х DDR4, 3200 MHz;HDMI, M.2;PCI-E 1x - 1, PCI-E 16x - 1
ASRock H510M-HDV;Price not available;Price not available;e-catalog.co.uk/ASROCK-H510M-HDV.htm;micro-ATX;Intel LGA 1200;Intel H510;2 х DDR4, 3200 MHz;HDMI;PCI-E 1x - 1, PCI-E 16x - 1
MSI H510M-A PRO;Price not available;Price not available;e-catalog.co.uk/MSI-H510M-A-PRO.htm;micro-ATX;Intel LGA 1200;Intel H510;2 х DDR4, 3200 MHz;HDMI, M.2;PCI-E 1x - 1, PCI-E 16x - 1
Gigabyte H410M S2H;Price not available;Price not available;e-catalog.co.uk/GIGABYTE-H410M-S2H.htm;micro-ATX;Intel LGA 1200;Intel H410;2 х DDR4, 2933 MHz;HDMI, M.2;PCI-E 1x - 2, PCI-E 16x - 1
Gigabyte H410M H V3;Price not available;Price not available;e-catalog.co.uk/GIGABYTE-H410M-H-V3.htm;micro-ATX;Intel LGA 1200;Intel H510;2 х DDR4, 2933 MHz;HDMI, M.2;PCI-E 1x - 1, PCI-E 16x - 1
MSI H410M-A PRO;Price not available;Price not available;e-catalog.co.uk/MSI-H410M-A-PRO.htm;micro-ATX;Intel LGA 1200;Intel H410;2 х DDR4, 2933 MHz;HDMI, M.2;PCI-E 1x - 1, PCI-E 16x - 1
Biostar H310MHP;Price not available;Price not available;e-catalog.co.uk/BIOSTAR-H310MHP.htm;micro-ATX;Intel LGA 1151 v2;Intel H310;2 х DDR4, 2666 MHz;HDMI;PCI-E 1x - 2, PCI-E 16x - 1
ASRock H310CM-HDV/M.2;Price not available;Price not available;e-catalog.co.uk/ASROCK-H310CM-HDV-M-2.htm;micro-ATX;Intel LGA 1151 v2;Intel H310;2 х DDR4, 2666 MHz;HDMI, M.2;PCI-E 1x - 2, PCI-E 16x - 1
Gigabyte GA-H81M-S1;Price not available;Price not available;e-catalog.co.uk/GIGABYTE-GA-H81M-S1.htm;micro-ATX;Intel LGA 1150;Intel H81;2 х DDR3, 1600 MHz;;PCI-E 1x - 2, PCI-E 16x - 1
Gigabyte GA-B85M-DS3H;Price not available;Price not available;e-catalog.co.uk/GIGABYTE-GA-B85M-DS3H.htm;micro-ATX;Intel LGA 1150;Intel B85;4 х DDR3, 1600 MHz;HDMI;PCI-E 1x - 2, PCI-E 16x - 1
Gigabyte GA-B250M-D3H rev. 1.0;Price not available;Price not available;e-catalog.co.uk/GIGABYTE-GA-B250M-D3H-REV--1-0.htm;micro-ATX;Intel LGA 1151;Intel B250;4 х DDR4, 2400 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 2
Gigabyte GA-A320M-S2H rev. 1.x;Price not available;Price not available;e-catalog.co.uk/GIGABYTE-GA-A320M-S2H-REV--1-X.htm;micro-ATX;AMD AM4;AMD A320;2 х DDR4, 3200 MHz;HDMI, M.2;PCI-E 1x - 2, PCI-E 16x - 1
Biostar G41U3G;Price not available;Price not available;e-catalog.co.uk/BIOSTAR-G41U3G.htm;micro-ATX;Intel LGA 775;Intel G41;2 х DDR3, 1333 MHz;;PCI-E 16x - 1
ASRock Fatal1ty B450 Gaming K4;Price not available;Price not available;e-catalog.co.uk/ASROCK-FATAL1TY-B450-GAMING-K4.htm;ATX;AMD AM4;AMD B450;4 х DDR4, 3200 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 4, PCI-E 16x - 2
ASRock Fatal1ty B250M Performance;Price not available;Price not available;e-catalog.co.uk/ASROCK-FATAL1TY-B250M-PERFORMANCE.htm;micro-ATX;Intel LGA 1151;Intel B250;4 х DDR4, 2400 MHz;HDMI, M.2;PCI-E 1x - 2, PCI-E 16x - 2
ASRock D1800B-ITX;Price not available;Price not available;e-catalog.co.uk/ASROCK-D1800B-ITX.htm;mini-ITX;embedded intel;;2 х DDR3, 1333 MHz;HDMI;PCI-E 1x - 1
Asus Crosshair VI Hero;Price not available;Price not available;e-catalog.co.uk/ASUS-CROSSHAIR-VI-HERO.htm;ATX;AMD AM4;AMD X370;4 х DDR4, 3200 MHz;M.2;PCI-E 1x - 3, PCI-E 16x - 3
Maxsun Challenger H610M;Price not available;Price not available;e-catalog.co.uk/MAXSUN-CHALLENGER-H610M.htm;micro-ATX;Intel LGA 1700;Intel H610;2 х DDR4, 3200 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 1
Maxsun Challenger B450M;Price not available;Price not available;e-catalog.co.uk/MAXSUN-CHALLENGER-B450M.htm;micro-ATX;AMD AM4;AMD B450;2 х DDR4, 3200 MHz;HDMI, M.2;PCI-E 1x - 1, PCI-E 16x - 1
ASRock C226 WS;£195.32;£234.83;e-catalog.co.uk/ASROCK-C226-WS.htm;ATX;Intel LGA 1150;Intel C226;4 х DDR3, 1600 MHz;eSATA, HDMI, DisplayPort;PCI-E 1x - 3, PCI-E 4x - 1, PCI-E 16x - 1
MSI Big Bang-Fuzion;Price not available;Price not available;e-catalog.co.uk/MSI-BIG-BANG-FUZION.htm;ATX;Intel LGA 1156;Intel P55;4 х DDR3, 2300 MHz;eSATA;PCI-E 1x - 2, PCI-E 16x - 2
ASRock B860 Steel Legend WiFi;£208.49;£398.00;e-catalog.co.uk/ASROCK-B860-STEEL-LEGEND-WIFI.htm;ATX;Intel LGA 1851;Intel B860;4 х DDR5, 8666 MHz;HDMI, DisplayPort, Thunderbolt 4, M.2;PCI-E 16x - 2
ASRock B860 Pro RS;£149.99;£153.10;e-catalog.co.uk/ASROCK-B860-PRO-RS.htm;ATX;Intel LGA 1851;Intel B860;4 х DDR5, 8666 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 2
ASRock B860 Pro-A;£140.99;£144.11;e-catalog.co.uk/ASROCK-B860-PRO-A.htm;ATX;Intel LGA 1851;Intel B860;4 х DDR5, 8666 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 2
ASRock B860M Steel Legend WiFi;£184.94;£187.93;e-catalog.co.uk/ASROCK-B860M-STEEL-LEGEND-WIFI.htm;micro-ATX;Intel LGA 1851;Intel B860;4 х DDR5, 8666 MHz;HDMI, DisplayPort, Thunderbolt 4, M.2;PCI-E 16x - 1
ASRock B860M Pro RS;£135.99;£144.11;e-catalog.co.uk/ASROCK-B860M-PRO-RS.htm;micro-ATX;Intel LGA 1851;Intel B860;4 х DDR5, 8666 MHz;HDMI, DisplayPort, M.2;PCI-E 4x - 1, PCI-E 16x - 1
ASRock B860M Pro-A;£131.99;£132.86;e-catalog.co.uk/ASROCK-B860M-PRO-A.htm;micro-ATX;Intel LGA 1851;Intel B860;4 х DDR5, 8666 MHz;HDMI, DisplayPort, M.2;PCI-E 4x - 1, PCI-E 16x - 1
ASRock B860M LiveMixer WiFi;£173.99;£178.90;e-catalog.co.uk/ASROCK-B860M-LIVEMIXER-WIFI.htm;micro-ATX;Intel LGA 1851;Intel B860;4 х DDR5, 8666 MHz;HDMI, Thunderbolt 4, M.2;PCI-E 4x - 1, PCI-E 16x - 1
ASRock B860M Lightning WiFi;£196.40;£199.09;e-catalog.co.uk/ASROCK-B860M-LIGHTNING-WIFI.htm;micro-ATX;Intel LGA 1851;Intel B860;4 х DDR5, 8666 MHz;HDMI, DisplayPort, Thunderbolt 4, M.2;PCI-E 16x - 1
Gigabyte B860M K;Price not available;Price not available;e-catalog.co.uk/GIGABYTE-B860M-K.htm;micro-ATX;Intel LGA 1851;Intel B860;2 х DDR5, 8800 MHz;HDMI, M.2;PCI-E 1x - 1, PCI-E 16x - 1
ASRock B860M-H2;£104.99;£109.78;e-catalog.co.uk/ASROCK-B860M-H2.htm;micro-ATX;Intel LGA 1851;Intel B860;2 х DDR5, 8333 MHz;HDMI, M.2;PCI-E 1x - 2, PCI-E 16x - 1
Gigabyte B860M H;Price not available;Price not available;e-catalog.co.uk/GIGABYTE-B860M-H.htm;micro-ATX;Intel LGA 1851;Intel B860;2 х DDR5, 8800 MHz;HDMI, M.2;PCI-E 1x - 1, PCI-E 16x - 1
Gigabyte B860M GAMING X WIFI6E;£168.99;£237.33;e-catalog.co.uk/GIGABYTE-B860M-GAMING-X-WIFI6E.htm;micro-ATX;Intel LGA 1851;Intel B860;4 х DDR5, 9200 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 2
Gigabyte B860M EAGLE WIFI6 V2;Price not available;Price not available;e-catalog.co.uk/GIGABYTE-B860M-EAGLE-WIFI6-V2.htm;micro-ATX;Intel LGA 1851;Intel B860;2 х DDR5, 9066 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 2
Gigabyte B860M EAGLE PLUS WIFI6E;Price not available;Price not available;e-catalog.co.uk/GIGABYTE-B860M-EAGLE-PLUS-WIFI6E.htm;micro-ATX;Intel LGA 1851;Intel B860;4 х DDR5, 9066 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 3
Gigabyte B860M D3HP;£132.76;£136.99;e-catalog.co.uk/GIGABYTE-B860M-D3HP.htm;micro-ATX;Intel LGA 1851;Intel B860;4 х DDR5, 9066 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 2, PCI-E 16x - 1
Gigabyte B860M D2H;Price not available;Price not available;e-catalog.co.uk/GIGABYTE-B860M-D2H.htm;micro-ATX;Intel LGA 1851;Intel B860;2 х DDR5, 9066 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 2
Gigabyte B860M D;£153.00;Price not available;e-catalog.co.uk/GIGABYTE-B860M-D.htm;micro-ATX;Intel LGA 1851;Intel B860;2 х DDR5, 8800 MHz;HDMI, M.2;PCI-E 1x - 1, PCI-E 16x - 1
Gigabyte B860M AORUS PRO WIFI7;Price not available;Price not available;e-catalog.co.uk/GIGABYTE-B860M-AORUS-PRO-WIFI7.htm;micro-ATX;Intel LGA 1851;Intel B860;4 х DDR5, 9200 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 2
Gigabyte B860M AORUS ELITE WIFI6E ICE;£193.99;£206.99;e-catalog.co.uk/GIGABYTE-B860M-AORUS-ELITE-WIFI6E-ICE.htm;micro-ATX;Intel LGA 1851;Intel B860;4 х DDR5, 9200 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 2
ASRock B860 Lightning WiFi;£221.99;£223.63;e-catalog.co.uk/ASROCK-B860-LIGHTNING-WIFI.htm;ATX;Intel LGA 1851;Intel B860;4 х DDR5, 8933 MHz;HDMI, DisplayPort, Thunderbolt 4, M.2;PCI-E 16x - 2
ASRock B860I WiFi;£153.99;£315.00;e-catalog.co.uk/ASROCK-B860I-WIFI.htm;mini-ITX;Intel LGA 1851;Intel B860;2 х DDR5, 8933 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 1
ASRock B860I Lightning WiFi;£215.99;£219.92;e-catalog.co.uk/ASROCK-B860I-LIGHTNING-WIFI.htm;mini-ITX;Intel LGA 1851;Intel B860;2 х DDR5, 9333 MHz;HDMI, Thunderbolt 4, M.2;PCI-E 16x - 1
Gigabyte B860I AORUS PRO ICE;£269.99;£304.43;e-catalog.co.uk/GIGABYTE-B860I-AORUS-PRO-ICE.htm;mini-ITX;Intel LGA 1851;Intel B860;2 х DDR5, 9200 MHz;HDMI, DisplayPort, Thunderbolt 4, M.2;PCI-E 16x - 1
Gigabyte B860 GAMING X WIFI6E;£196.77;£208.70;e-catalog.co.uk/GIGABYTE-B860-GAMING-X-WIFI6E.htm;ATX;Intel LGA 1851;Intel B860;4 х DDR5, 9066 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 3
MSI B860 GAMING PLUS WIFI;£191.56;£258.99;e-catalog.co.uk/MSI-B860-GAMING-PLUS-WIFI.htm;ATX;Intel LGA 1851;Intel B860;4 х DDR5, 8800 MHz;HDMI, DisplayPort, Thunderbolt 4, M.2;PCI-E 16x - 4
Gigabyte B860 EAGLE WIFI6E;£174.99;£199.99;e-catalog.co.uk/GIGABYTE-B860-EAGLE-WIFI6E.htm;ATX;Intel LGA 1851;Intel B860;4 х DDR5, 9066 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 3
ASRock B850M Riptide WiFi;£172.99;£214.95;e-catalog.co.uk/ASROCK-B850M-RIPTIDE-WIFI.htm;micro-ATX;AMD AM5;AMD B850;4 х DDR5, 8000 MHz;HDMI, DisplayPort, M.2;PCI-E 4x - 1, PCI-E 16x - 1
Gigabyte B850 AI TOP;£284.99;£454.92;e-catalog.co.uk/GIGABYTE-B850-AI-TOP.htm;ATX;AMD AM5;AMD B850;4 х DDR5, 8600 MHz;HDMI, M.2;PCI-E 16x - 3
Gigabyte B840M EAGLE WIFI6;Price not available;Price not available;e-catalog.co.uk/GIGABYTE-B840M-EAGLE-WIFI6.htm;micro-ATX;AMD AM5;AMD B840;2 х DDR5, 7200 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 2
Gigabyte B840M AORUS ELITE WIFI6E;Price not available;Price not available;e-catalog.co.uk/GIGABYTE-B840M-AORUS-ELITE-WIFI6E.htm;micro-ATX;AMD AM5;AMD B840;4 х DDR5, 8200 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 2
Biostar B760NH-E;Price not available;Price not available;e-catalog.co.uk/BIOSTAR-B760NH-E.htm;mini-ITX;Intel LGA 1700;Intel B760;2 х DDR5, 6400 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 1
Biostar B760MX2-E DDR5;Price not available;Price not available;e-catalog.co.uk/BIOSTAR-B760MX2-E-DDR5.htm;micro-ATX;Intel LGA 1700;Intel B760;2 х DDR5, 6000 MHz;HDMI, M.2;PCI-E 1x - 1, PCI-E 16x - 1
Biostar B760M-SILVER;Price not available;Price not available;e-catalog.co.uk/BIOSTAR-B760M-SILVER.htm;micro-ATX;Intel LGA 1700;Intel B760;4 х DDR5, 6000 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 2
ASRock B760M PG Lightning WiFi;Price not available;Price not available;e-catalog.co.uk/ASROCK-B760M-PG-LIGHTNING-WIFI.htm;micro-ATX;Intel LGA 1700;Intel B760;4 х DDR5, 7200 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 2
Gigabyte B760M GAMING AC DDR4;Price not available;Price not available;e-catalog.co.uk/GIGABYTE-B760M-GAMING-AC-DDR4.htm;micro-ATX;Intel LGA 1700;Intel B760;2 х DDR4, 5333 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 1
Gigabyte B760M D2H DDR4;Price not available;Price not available;e-catalog.co.uk/GIGABYTE-B760M-D2H-DDR4.htm;micro-ATX;Intel LGA 1700;Intel B760;2 х DDR4, 5333 MHz;HDMI, M.2;PCI-E 1x - 2, PCI-E 16x - 1
Gigabyte B760 AORUS MASTER DDR4;Price not available;Price not available;e-catalog.co.uk/GIGABYTE-B760-AORUS-MASTER-DDR4.htm;ATX;Intel LGA 1700;Intel B760;4 х DDR4, 5333 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 3
Biostar B660T-SILVER;Price not available;Price not available;e-catalog.co.uk/BIOSTAR-B660T-SILVER.htm;mini-ITX;Intel LGA 1700;Intel B660;2 х DDR4, 5000 MHz;HDMI, DisplayPort, M.2;PCI-E 16x - 1
Biostar B660MX-E PRO;Price not available;Price not available;e-catalog.co.uk/BIOSTAR-B660MX-E-PRO.htm;micro-ATX;Intel LGA 1700;Intel B660;4 х DDR4, 4600 MHz;HDMI, M.2;PCI-E 1x - 1, PCI-E 16x - 2
ASRock B660M Steel Legend;Price not available;Price not available;e-catalog.co.uk/ASROCK-B660M-STEEL-LEGEND.htm;micro-ATX;Intel LGA 1700;Intel B660;4 х DDR4, 5000 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 2, PCI-E 16x - 1
ASRock B660M Phantom Gaming 4;Price not available;Price not available;e-catalog.co.uk/ASROCK-B660M-PHANTOM-GAMING-4.htm;micro-ATX;Intel LGA 1700;Intel B660;4 х DDR4, 4800 MHz;HDMI, DisplayPort, M.2;PCI-E 1x - 1, PCI-E 16x - 2
